damage_qty,location,erosion,coat_protection,laminate_vis_dry_dam,hole/crack/bonding,lightning_recep_dam/impact,assist,other,num_desc,continuous,out_hue_mode,out_sat_mode,out_brt_mode,size,coverage,asp_ratio,deg_avg,deg_mode,edge,edgelen_avg,edgelen_mode,sc_edge_ratio,sc_follow_turn,sc_reverse_turn,sc_small_turn,sc_score,hue_avg,hue_mode,hue_range,hue_uni,sat_avg,sat_mode,sat_range,sat_uni,brt_avg,brt_mode,brt_range,brt_uni,hue_outin,sat_outin,brt_outin,windtex
3,39,1,0,0,0,0,0,0,1,0,14,2,8,2,4,26,12,12,1,8,8,12,4,8,2,2,12,16,12,10,2,2,4,6,6,6,4,6,24,12,60,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,3,6,54,12,12,1,6,4,10,8,6,2,0,14,14,4,6,2,2,0,2,6,6,4,6,18,2,68,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,3,4,32,12,12,1,6,8,10,0,10,0,0,12,14,12,12,2,2,4,6,6,8,6,8,20,4,38,4
3,36,1,0,0,0,0,0,0,1,0,13,2,8,5,6,19,11,12,1,6,6,12,4,8,2,2,14,14,8,9,2,2,1,3,8,8,7,9,16,1,14,4
2,39,1,0,0,0,0,0,0,1,0,12,2,10,2,8,14,10,9,1,5,4,8,5,8,3,2,12,10,6,9,2,2,1,3,8,8,3,5,20,6,43,3
2,39,1,0,0,0,0,0,0,1,0,14,2,10,1,8,24,12,12,1,6,8,12,10,4,2,2,8,4,12,14,2,2,0,2,10,10,4,6,22,0,6,3
2,39,1,0,0,0,0,0,0,1,0,14,2,8,1,8,24,10,12,1,6,7,12,5,7,4,2,14,14,12,9,2,2,0,2,8,8,2,4,12,0,20,3
3,39,1,0,0,0,0,0,0,1,0,12,2,10,2,6,27,12,12,1,6,4,8,0,10,0,0,12,18,12,16,2,2,2,4,8,8,6,8,24,4,39,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,2,4,30,10,12,1,6,8,10,0,14,2,2,14,14,12,12,2,2,2,4,8,8,6,8,14,0,30,4
3,39,1,0,0,0,0,0,0,1,0,12,2,8,2,4,34,10,8,1,4,4,6,0,12,4,0,10,4,12,12,2,2,4,6,6,6,4,6,26,18,52,4
3,39,1,0,0,0,0,0,0,1,0,14,2,8,4,6,72,10,12,1,6,4,9,1,11,3,2,14,14,6,8,2,2,0,2,8,8,4,6,11,0,36,4
3,39,1,0,0,0,0,0,0,1,0,14,2,8,2,5,18,10,12,1,6,4,8,1,10,4,2,12,9,8,8,2,2,2,4,6,6,5,7,18,2,40,4
0,52,0,0,0,0,1,0,0,1,0,12,2,10,1,8,4,12,12,1,8,10,16,20,0,0,2,12,12,6,8,2,2,0,2,10,10,4,6,8,0,4,2
1,51,1,0,0,0,0,0,0,1,0,14,2,4,1,6,4,10,8,2,8,6,14,0,12,2,4,8,12,12,18,2,2,2,4,6,4,8,10,14,4,16,2
1,52,1,0,0,0,0,0,0,1,0,14,2,10,1,6,4,10,12,1,8,8,14,6,8,0,2,14,14,4,6,2,2,0,2,8,10,4,6,6,10,18,2
1,53,0,0,0,0,0,0,1,1,0,12,2,10,1,8,10,10,10,1,6,8,12,0,10,2,2,12,12,2,4,4,4,4,6,6,6,4,6,6,48,74,2
1,51,0,0,0,0,0,0,1,1,0,12,2,6,1,6,8,10,12,1,8,8,12,8,6,2,2,12,12,2,4,4,2,6,8,4,4,4,6,12,36,58,2
1,51,0,0,0,0,0,0,1,1,0,12,2,6,1,8,6,10,12,1,8,10,16,4,8,2,4,12,12,2,4,2,2,4,6,4,4,4,6,4,34,66,2
3,53,0,0,0,0,0,0,1,1,0,12,2,8,1,4,4,10,12,1,6,8,12,4,10,4,2,12,14,2,4,4,4,6,8,4,4,6,8,8,52,54,7
1,52,0,0,0,0,0,0,1,1,0,12,2,6,1,6,6,10,12,1,8,6,12,6,8,2,2,12,12,4,6,4,4,4,6,2,2,2,4,4,40,60,2
1,53,1,0,0,0,0,0,0,1,0,12,2,6,1,6,6,10,12,2,6,8,12,6,8,4,4,16,18,12,12,2,2,0,2,6,6,6,8,16,16,20,3
1,47,1,0,0,0,0,0,0,1,0,14,2,8,1,4,4,10,10,2,8,6,14,6,8,4,4,16,18,12,10,2,2,0,2,8,8,2,4,20,0,4,3
3,54,1,0,0,0,0,0,0,1,1,12,2,10,5,2,4,10,12,1,6,6,10,14,2,4,2,12,14,12,18,2,2,4,6,6,4,8,10,16,20,30,4
1,54,1,0,0,0,0,0,0,1,0,14,2,10,1,4,4,10,12,2,6,6,10,0,12,2,2,14,14,6,8,2,2,0,2,8,10,6,8,14,14,30,2
1,49,0,0,0,0,0,0,1,1,0,14,2,4,1,4,4,10,12,1,6,6,8,10,6,2,2,14,14,2,4,2,2,2,4,4,4,4,6,10,12,28,2
1,19,1,0,0,0,0,0,0,1,0,12,2,6,1,3,5,10,12,1,6,4,10,1,9,2,2,12,12,4,6,2,2,3,5,4,4,4,6,5,11,57,2
1,31,0,0,0,0,3,0,0,1,0,12,2,6,1,8,4,10,10,1,8,8,16,6,8,2,4,4,4,8,10,4,2,6,8,6,6,2,4,30,52,34,2
1,54,1,0,0,0,0,0,0,1,0,14,2,10,1,8,4,10,12,1,8,8,14,8,6,0,2,14,14,2,4,2,2,0,2,8,10,6,8,8,0,24,2
1,54,1,0,0,0,0,0,0,1,0,14,2,10,1,6,4,10,10,1,8,8,14,2,10,0,4,10,4,12,18,2,2,2,4,8,8,6,8,14,2,24,2
1,54,0,0,0,0,3,0,0,1,0,14,2,6,1,6,4,10,12,1,6,6,12,12,4,0,2,14,14,0,2,2,2,0,2,4,4,2,4,6,0,42,2
1,54,0,0,0,0,3,0,0,1,0,14,2,8,1,6,4,10,12,1,8,8,12,0,12,4,4,14,14,0,2,2,2,0,2,6,6,4,6,0,0,66,2
1,52,0,0,0,0,3,0,0,1,0,14,2,8,1,8,2,10,8,1,6,4,10,10,6,6,4,10,16,12,10,2,2,0,2,8,8,2,4,18,0,8,2
